age,marital_status,education_level,gender,percent_hike,distance_from_home,sourcing_channel,total_rounds,date_1st_contact,date_offered,satisfaction_index,no_companies_worked,career_growth,flexi_work,total_experience,timely_communication,offer_dropped
30,single,Bachelor Degree,Male,11,15-20 kms,Consultants,7,11-07-2015,15-10-2015,30,3,Lateral,Yes,6,Yes,Yes
29,married,Bachelor Degree,Male,34,15-20 kms,Social Media,3,08-03-2016,06-07-2016,61,5,Lateral,Yes,5,No,No
33,single,Associate Certification,Male,30,> 20 kms,Consultants,3,29-12-2015,26-04-2016,28,7,Vertical,No,9,Yes,No
29,single,Associate Degree,Male,10,> 20 kms,Internal Referrals,3,23-06-2015,06-10-2015,30,3,Lateral,No,5,Yes,Yes
27,single,Associate Certification,Male,35,> 20 kms,Company Website,4,15-08-2015,04-10-2015,59,3,Vertical,No,3,No,No
39,married,Associate Certification,Male,12,<15 kms,Internal Referrals,7,14-08-2015,24-10-2015,26,4,Lateral,Yes,15,Yes,Yes
30,married,Associate Degree,Male,34,15-20 kms,Job Portals,8,31-12-2015,12-04-2016,59,5,Vertical,No,6,Yes,No
37,married,Associate Degree,Male,33,15-20 kms,Consultants,5,11-05-2015,28-08-2015,30,7,Vertical,No,13,Yes,No
38,married,Associate Certification,Male,13,<15 kms,Company Website,8,24-11-2015,22-03-2016,25,6,Vertical,No,14,No,Yes
26,married,Associate Degree,Male,14,15-20 kms,Consultants,8,05-11-2015,13-02-2016,19,1,Vertical,Yes,2,No,Yes
32,single,Associate Certification,Male,33,15-20 kms,Company Website,4,09-05-2015,31-08-2015,46,4,Vertical,Yes,8,Yes,No
33,married,Bachelor Degree,Male,11,15-20 kms,Job Portals,5,19-07-2015,03-11-2015,20,3,Lateral,Yes,9,Yes,Yes
43,married,Associate Certification,Male,12,> 20 kms,Consultants,3,26-08-2015,18-10-2015,24,8,Vertical,Yes,19,No,Yes
32,married,Bachelor Degree,Male,35,<15 kms,Internal Referrals,6,29-03-2015,20-05-2015,88,4,Vertical,No,8,No,No
27,married,Associate Degree,Male,14,15-20 kms,Job Portals,6,27-04-2015,31-07-2015,30,3,Lateral,Yes,3,Yes,Yes
39,married,Associate Certification,Male,30,<15 kms,Social Media,7,05-04-2015,28-07-2015,32,5,Lateral,No,15,Yes,No
33,married,Associate Certification,Male,13,> 20 kms,Consultants,9,01-09-2015,22-10-2015,25,5,Lateral,Yes,9,Yes,Yes
34,married,Associate Degree,Male,14,<15 kms,Company Website,6,19-02-2016,06-06-2016,18,3,Vertical,No,10,Yes,Yes
26,married,Associate Degree,Male,40,<15 kms,Company Website,6,26-11-2015,05-03-2016,83,2,Lateral,No,2,No,No
36,married,Associate Certification,Male,33,15-20 kms,Company Website,10,30-03-2015,05-05-2015,75,4,Lateral,Yes,12,Yes,No
33,single,Bachelor Degree,Male,36,> 20 kms,Internal Referrals,9,05-10-2015,14-01-2016,41,8,Vertical,No,9,No,No
26,married,Bachelor Degree,Male,12,> 20 kms,Company Website,3,04-03-2016,19-06-2016,30,1,Vertical,No,2,Yes,Yes
42,married,Master Degree,Male,11,15-20 kms,Social Media,6,08-03-2015,02-07-2015,24,6,Lateral,No,18,Yes,Yes
31,single,Bachelor Degree,Male,12,<15 kms,Internal Referrals,4,20-03-2016,24-05-2016,20,5,Lateral,Yes,7,Yes,Yes
42,married,Bachelor Degree,Male,13,<15 kms,Internal Referrals,3,21-07-2015,01-11-2015,23,5,Vertical,Yes,9,No,Yes
33,married,Master Degree,Male,40,> 20 kms,Internal Referrals,5,05-02-2016,24-04-2016,95,7,Lateral,No,9,No,No
29,married,Associate Certification,Male,30,<15 kms,Company Website,3,15-02-2016,20-05-2016,59,3,Vertical,Yes,5,Yes,No
28,married,Bachelor Degree,Male,12,<15 kms,Internal Referrals,9,01-01-2016,07-03-2016,24,3,Vertical,No,4,No,Yes
32,divorced,Associate Certification,Male,30,> 20 kms,Job Portals,6,03-10-2015,30-01-2016,68,7,Lateral,No,8,Yes,No
42,married,Associate Degree,Male,13,> 20 kms,Consultants,10,24-08-2015,25-10-2015,27,6,Vertical,Yes,18,Yes,Yes
42,married,Associate Degree,Male,12,> 20 kms,Job Portals,4,18-07-2015,14-09-2015,24,4,Lateral,No,12,Yes,Yes
30,married,Bachelor Degree,Male,10,<15 kms,Internal Referrals,5,12-11-2015,02-02-2016,22,4,Vertical,Yes,6,Yes,Yes
33,married,Associate Certification,Male,34,> 20 kms,Consultants,8,09-09-2015,15-11-2015,31,6,Vertical,Yes,9,Yes,No
29,married,Associate Degree,Male,10,> 20 kms,Job Portals,10,27-08-2015,26-10-2015,24,5,Lateral,Yes,5,No,Yes
36,married,Associate Degree,Male,12,15-20 kms,Job Portals,6,27-12-2015,31-03-2016,27,4,Lateral,No,12,Yes,Yes
25,married,Associate Certification,Male,11,> 20 kms,Job Portals,3,08-09-2015,08-11-2015,19,1,Vertical,No,1,Yes,Yes
36,married,Master Degree,Male,10,<15 kms,Company Website,3,05-09-2015,29-11-2015,16,4,Vertical,No,12,Yes,Yes
37,married,Master Degree,Male,11,15-20 kms,Internal Referrals,3,16-03-2015,04-07-2015,15,5,Vertical,No,13,No,Yes
36,married,Bachelor Degree,Male,33,> 20 kms,Company Website,9,14-04-2015,21-05-2015,54,6,Lateral,Yes,12,Yes,No
31,married,Associate Degree,Male,38,15-20 kms,Company Website,9,28-08-2015,22-12-2015,62,4,Lateral,No,7,No,No
40,unknown,Master Degree,Male,12,<15 kms,Company Website,3,12-06-2015,10-09-2015,25,5,Vertical,No,16,No,Yes
43,single,Associate Degree,Male,11,> 20 kms,Internal Referrals,3,18-05-2015,15-07-2015,27,8,Lateral,Yes,19,No,Yes
31,single,Associate Degree,Male,13,<15 kms,Internal Referrals,6,11-03-2015,02-05-2015,23,4,Lateral,Yes,7,Yes,Yes
34,married,Associate Certification,Male,10,> 20 kms,Social Media,10,08-07-2015,10-10-2015,23,3,Lateral,No,6,No,Yes
30,married,Bachelor Degree,Male,40,> 20 kms,Company Website,3,27-06-2015,06-08-2015,58,4,Lateral,No,6,No,No
32,married,Associate Certification,Male,30,15-20 kms,Social Media,9,11-03-2016,11-05-2016,61,3,Vertical,Yes,8,Yes,No
35,married,Master Degree,Male,13,> 20 kms,Consultants,3,10-11-2015,31-01-2016,25,3,Vertical,No,7,No,Yes
34,married,Bachelor Degree,Male,33,<15 kms,Consultants,10,02-07-2015,23-08-2015,48,6,Lateral,Yes,10,No,No
40,single,Associate Degree,Male,10,15-20 kms,Social Media,8,07-10-2015,22-12-2015,29,7,Vertical,Yes,16,No,Yes
46,married,Associate Certification,Male,31,<15 kms,Job Portals,5,15-03-2015,20-05-2015,66,6,Vertical,Yes,22,Yes,No
39,married,Associate Degree,Male,40,> 20 kms,Internal Referrals,6,26-11-2015,27-12-2015,33,7,Vertical,Yes,15,No,No
41,single,Associate Certification,Male,33,> 20 kms,Consultants,7,16-11-2015,22-02-2016,38,4,Vertical,Yes,17,No,No
25,married,Associate Certification,Male,32,> 20 kms,Social Media,4,15-03-2016,15-05-2016,36,2,Lateral,No,2,No,No
33,married,Associate Certification,Male,35,15-20 kms,Consultants,6,12-01-2016,05-04-2016,74,4,Lateral,No,9,No,No
38,married,Bachelor Degree,Male,12,15-20 kms,Consultants,4,31-12-2015,15-03-2016,22,6,Lateral,No,14,Yes,Yes
32,married,Associate Degree,Male,35,> 20 kms,Consultants,3,18-12-2015,10-02-2016,78,4,Lateral,Yes,8,Yes,No
44,married,Associate Certification,Male,30,> 20 kms,Social Media,5,10-06-2015,20-08-2015,66,3,Vertical,No,20,No,No
42,married,Associate Certification,Male,14,> 20 kms,Internal Referrals,8,16-03-2016,04-06-2016,18,3,Vertical,Yes,7,Yes,Yes
45,married,Bachelor Degree,Male,33,15-20 kms,Company Website,3,03-03-2016,28-04-2016,79,5,Vertical,Yes,21,No,No
31,married,Associate Certification,Male,10,<15 kms,Job Portals,5,19-01-2016,28-04-2016,28,5,Lateral,Yes,7,Yes,Yes
31,married,Associate Degree,Male,11,15-20 kms,Social Media,3,26-06-2015,02-09-2015,16,5,Lateral,No,7,Yes,Yes
37,single,Master Degree,Male,13,15-20 kms,Internal Referrals,6,21-01-2016,04-05-2016,17,5,Lateral,Yes,13,No,Yes
40,divorced,Associate Certification,Male,36,15-20 kms,Social Media,7,04-05-2015,28-07-2015,59,4,Vertical,Yes,16,No,No
34,married,Bachelor Degree,Male,13,> 20 kms,Consultants,9,17-08-2015,23-11-2015,28,4,Lateral,No,10,No,Yes
41,married,Bachelor Degree,Male,14,15-20 kms,Company Website,8,28-12-2015,18-03-2016,19,7,Lateral,Yes,17,Yes,Yes
43,married,Associate Degree,Male,30,<15 kms,Job Portals,8,19-11-2015,14-02-2016,40,4,Lateral,Yes,19,Yes,No
45,married,Bachelor Degree,Male,12,> 20 kms,Job Portals,9,29-03-2015,22-06-2015,29,6,Lateral,Yes,21,No,Yes
39,married,Master Degree,Male,40,> 20 kms,Internal Referrals,10,10-09-2015,27-12-2015,46,8,Vertical,No,15,No,No
36,married,Master Degree,Male,10,15-20 kms,Internal Referrals,4,30-01-2016,28-04-2016,19,7,Vertical,No,12,No,Yes
26,single,Associate Degree,Male,10,<15 kms,Company Website,7,21-12-2015,07-03-2016,23,1,Lateral,Yes,2,No,Yes
25,single,Associate Certification,Male,34,15-20 kms,Internal Referrals,7,28-11-2015,25-02-2016,85,1,Lateral,Yes,1,Yes,No
44,married,Bachelor Degree,Male,35,> 20 kms,Job Portals,7,06-01-2016,24-02-2016,35,3,Vertical,No,20,No,No
45,married,Master Degree,Male,30,15-20 kms,Internal Referrals,4,29-02-2016,21-06-2016,29,6,Lateral,Yes,21,No,No
38,single,Master Degree,Male,33,15-20 kms,Consultants,6,16-06-2015,10-09-2015,58,5,Lateral,Yes,14,No,No
27,married,Associate Certification,Male,38,15-20 kms,Social Media,3,01-04-2015,08-05-2015,59,4,Lateral,No,3,No,No
45,married,Associate Degree,Male,12,<15 kms,Consultants,9,14-07-2015,06-10-2015,15,5,Vertical,Yes,21,No,Yes
28,single,Bachelor Degree,Male,35,<15 kms,Internal Referrals,5,12-03-2016,09-07-2016,78,5,Lateral,No,4,Yes,No
33,single,Associate Certification,Male,13,<15 kms,Company Website,3,15-04-2015,04-07-2015,30,7,Vertical,Yes,9,No,Yes
37,divorced,Master Degree,Male,11,15-20 kms,Internal Referrals,3,28-07-2015,03-10-2015,25,6,Vertical,No,13,No,Yes
36,married,Associate Certification,Male,11,15-20 kms,Job Portals,8,18-02-2016,08-06-2016,28,3,Vertical,Yes,8,Yes,Yes
34,married,Associate Certification,Male,13,> 20 kms,Job Portals,10,14-02-2016,15-05-2016,15,8,Vertical,Yes,10,No,Yes
45,married,Bachelor Degree,Male,11,15-20 kms,Social Media,10,20-02-2016,24-05-2016,27,5,Vertical,No,21,Yes,Yes
26,single,Associate Degree,Male,11,15-20 kms,Job Portals,8,24-06-2015,11-10-2015,30,1,Lateral,Yes,2,Yes,Yes
26,married,Associate Degree,Male,39,> 20 kms,Social Media,4,17-08-2015,19-10-2015,28,1,Vertical,Yes,2,Yes,No
36,divorced,Bachelor Degree,Male,11,> 20 kms,Job Portals,6,17-03-2016,24-06-2016,15,7,Vertical,No,12,Yes,Yes
42,married,Bachelor Degree,Male,35,> 20 kms,Job Portals,5,12-12-2015,10-04-2016,81,3,Vertical,Yes,18,No,No
43,married,Master Degree,Male,34,<15 kms,Job Portals,10,26-07-2015,01-09-2015,64,5,Vertical,No,19,Yes,No
25,married,Associate Degree,Male,11,> 20 kms,Social Media,4,05-10-2015,04-01-2016,20,2,Vertical,Yes,1,Yes,Yes
29,married,Associate Certification,Male,36,> 20 kms,Company Website,4,10-10-2015,31-01-2016,64,4,Vertical,No,5,Yes,No
32,married,Associate Certification,Male,34,15-20 kms,Job Portals,9,29-12-2015,17-03-2016,85,3,Vertical,Yes,8,Yes,No
29,married,Associate Degree,Male,10,> 20 kms,Company Website,10,25-04-2015,16-07-2015,24,4,Lateral,Yes,5,Yes,Yes
44,married,Associate Certification,Male,38,<15 kms,Company Website,9,07-04-2015,06-07-2015,80,3,Vertical,Yes,20,No,No
43,married,Bachelor Degree,Male,37,> 20 kms,Consultants,9,10-03-2015,21-05-2015,43,8,Vertical,No,19,Yes,No
27,married,Bachelor Degree,Male,30,> 20 kms,Internal Referrals,7,25-07-2015,01-10-2015,74,3,Vertical,No,3,No,No
43,divorced,Master Degree,Male,39,> 20 kms,Social Media,7,07-11-2015,10-02-2016,66,6,Lateral,No,19,Yes,No
45,married,Associate Degree,Male,32,<15 kms,Company Website,9,27-09-2015,15-01-2016,70,4,Lateral,Yes,21,No,No
30,married,Associate Certification,Male,32,> 20 kms,Social Media,7,27-07-2015,01-09-2015,61,5,Lateral,Yes,6,Yes,No
28,married,Bachelor Degree,Male,11,> 20 kms,Job Portals,6,23-08-2015,21-11-2015,24,3,Vertical,No,4,No,Yes
31,divorced,Associate Degree,Male,10,<15 kms,Job Portals,7,14-12-2015,20-02-2016,15,5,Lateral,Yes,7,Yes,Yes
37,single,Associate Degree,Male,12,> 20 kms,Company Website,8,16-12-2015,23-03-2016,16,8,Lateral,No,13,Yes,Yes
43,married,Master Degree,Male,36,15-20 kms,Company Website,3,10-01-2016,24-04-2016,83,3,Vertical,Yes,19,Yes,No
31,single,Bachelor Degree,Male,40,15-20 kms,Social Media,6,13-02-2016,09-05-2016,78,5,Vertical,Yes,7,Yes,No
45,single,Associate Degree,Male,37,15-20 kms,Internal Referrals,6,13-11-2015,29-12-2015,88,5,Vertical,No,21,No,No
29,married,Bachelor Degree,Male,13,> 20 kms,Consultants,6,04-02-2016,21-05-2016,18,5,Vertical,Yes,5,Yes,Yes
42,divorced,Master Degree,Male,35,<15 kms,Company Website,4,22-01-2016,01-03-2016,41,4,Vertical,Yes,18,No,No
25,divorced,Bachelor Degree,Male,10,<15 kms,Social Media,6,01-03-2016,17-05-2016,22,1,Lateral,Yes,1,No,Yes
40,single,Associate Degree,Male,35,> 20 kms,Internal Referrals,6,26-09-2015,23-01-2016,48,6,Vertical,No,16,Yes,No
37,married,Associate Degree,Male,14,<15 kms,Job Portals,6,17-02-2016,18-04-2016,20,6,Lateral,No,13,Yes,Yes
31,married,Associate Certification,Male,33,15-20 kms,Internal Referrals,3,22-05-2015,04-08-2015,32,4,Lateral,Yes,7,No,No
35,single,Associate Certification,Male,12,15-20 kms,Job Portals,7,31-08-2015,24-11-2015,28,4,Vertical,Yes,11,Yes,Yes
40,married,Associate Certification,Male,30,15-20 kms,Job Portals,4,10-11-2015,01-03-2016,38,5,Lateral,Yes,16,No,No
33,married,Master Degree,Male,31,<15 kms,Job Portals,3,27-04-2015,24-07-2015,68,6,Lateral,No,9,Yes,No
44,single,Associate Degree,Male,14,15-20 kms,Company Website,8,20-11-2015,17-03-2016,30,8,Vertical,No,20,Yes,Yes
29,single,Associate Degree,Male,12,> 20 kms,Job Portals,5,05-03-2015,30-04-2015,17,4,Lateral,Yes,5,No,Yes
37,married,Associate Degree,Male,12,15-20 kms,Consultants,5,04-10-2015,29-12-2015,28,6,Vertical,No,13,Yes,Yes
43,married,Associate Certification,Male,11,<15 kms,Job Portals,4,14-04-2015,31-07-2015,24,7,Lateral,Yes,19,Yes,Yes
40,divorced,Bachelor Degree,Male,38,> 20 kms,Company Website,4,16-06-2015,06-10-2015,51,6,Vertical,Yes,16,No,No
41,married,Associate Certification,Male,37,> 20 kms,Internal Referrals,8,07-03-2015,03-06-2015,36,3,Lateral,Yes,17,Yes,No
27,single,Associate Degree,Male,13,<15 kms,Company Website,7,18-01-2016,28-04-2016,15,5,Vertical,No,3,No,Yes
25,married,Associate Degree,Male,30,15-20 kms,Social Media,6,02-10-2015,05-11-2015,55,1,Lateral,No,1,No,No
27,married,Bachelor Degree,Male,33,<15 kms,Company Website,8,30-03-2016,08-06-2016,37,5,Lateral,No,6,No,No
30,married,Bachelor Degree,Male,35,15-20 kms,Consultants,8,22-05-2015,17-09-2015,59,4,Vertical,Yes,6,Yes,No
37,married,Master Degree,Male,35,> 20 kms,Consultants,6,31-03-2015,15-07-2015,69,8,Vertical,Yes,13,No,No
26,married,Associate Certification,Male,37,15-20 kms,Internal Referrals,3,23-03-2016,13-07-2016,54,1,Lateral,No,2,No,No
35,divorced,Master Degree,Male,10,<15 kms,Company Website,3,30-10-2015,05-02-2016,18,4,Lateral,Yes,11,Yes,Yes
46,married,Master Degree,Male,32,<15 kms,Consultants,10,24-10-2015,21-02-2016,82,3,Lateral,Yes,22,No,No
32,married,Associate Degree,Male,37,> 20 kms,Job Portals,3,29-11-2015,31-12-2015,73,7,Lateral,No,8,Yes,No
28,married,Bachelor Degree,Male,37,<15 kms,Consultants,10,21-04-2015,11-08-2015,53,3,Vertical,Yes,4,Yes,No
45,married,Associate Degree,Male,39,<15 kms,Company Website,8,22-07-2015,03-11-2015,52,3,Vertical,Yes,21,No,No
34,married,Associate Degree,Male,10,> 20 kms,Social Media,10,24-01-2016,01-05-2016,21,3,Lateral,Yes,10,No,Yes
33,married,Bachelor Degree,Male,13,15-20 kms,Internal Referrals,8,12-03-2015,18-05-2015,30,3,Lateral,Yes,9,Yes,Yes
42,married,Associate Degree,Male,14,> 20 kms,Consultants,10,22-12-2015,04-04-2016,16,5,Vertical,No,18,Yes,Yes
29,married,Bachelor Degree,Male,11,> 20 kms,Job Portals,5,14-04-2015,26-07-2015,18,4,Lateral,No,5,No,Yes
41,single,Master Degree,Male,13,15-20 kms,Social Media,10,16-12-2015,05-04-2016,17,4,Lateral,No,11,No,Yes
26,divorced,Associate Degree,Male,11,> 20 kms,Company Website,6,23-09-2015,22-11-2015,27,1,Vertical,No,2,No,Yes
40,single,Bachelor Degree,Male,10,15-20 kms,Company Website,10,11-01-2016,26-03-2016,19,5,Lateral,Yes,16,Yes,Yes
26,single,Associate Certification,Male,30,> 20 kms,Internal Referrals,9,13-04-2015,15-07-2015,87,2,Vertical,No,2,Yes,No
37,single,Associate Certification,Male,30,> 20 kms,Social Media,3,07-05-2015,16-08-2015,78,6,Lateral,Yes,13,Yes,No
39,single,Associate Certification,Male,13,<15 kms,Social Media,3,16-01-2016,27-04-2016,18,5,Lateral,Yes,15,Yes,Yes
41,divorced,Associate Degree,Male,12,<15 kms,Job Portals,3,10-10-2015,05-02-2016,26,6,Vertical,No,17,No,Yes
27,married,Associate Certification,Male,12,> 20 kms,Company Website,4,27-04-2015,04-08-2015,23,5,Vertical,No,3,Yes,Yes
30,single,Associate Degree,Male,30,<15 kms,Internal Referrals,3,07-03-2016,05-06-2016,89,3,Vertical,Yes,6,Yes,No
45,married,Bachelor Degree,Male,31,15-20 kms,Internal Referrals,6,19-12-2015,09-02-2016,55,3,Vertical,No,21,Yes,No
30,married,Bachelor Degree,Male,30,<15 kms,Job Portals,3,15-11-2015,16-02-2016,25,4,Lateral,Yes,6,Yes,No
26,married,Associate Degree,Male,33,> 20 kms,Internal Referrals,8,26-07-2015,13-10-2015,27,2,Lateral,Yes,2,No,No
30,married,Bachelor Degree,Male,12,> 20 kms,Company Website,3,11-02-2016,04-06-2016,21,4,Lateral,Yes,6,Yes,Yes
32,divorced,Bachelor Degree,Male,37,<15 kms,Consultants,9,10-05-2015,18-06-2015,51,7,Vertical,Yes,8,No,No
33,married,Master Degree,Male,31,15-20 kms,Job Portals,5,19-03-2015,15-06-2015,83,6,Vertical,Yes,9,No,No
43,married,Bachelor Degree,Male,33,15-20 kms,Company Website,4,03-12-2015,27-01-2016,63,6,Lateral,No,19,No,No
34,married,Associate Certification,Male,31,<15 kms,Internal Referrals,3,31-12-2015,15-04-2016,74,8,Lateral,No,10,No,No
44,married,Associate Degree,Male,34,15-20 kms,Consultants,9,04-12-2015,30-03-2016,83,6,Lateral,Yes,20,No,No
28,married,Associate Certification,Male,12,> 20 kms,Company Website,3,04-01-2016,29-04-2016,21,5,Vertical,No,4,No,Yes
34,single,Master Degree,Male,12,15-20 kms,Consultants,10,22-05-2015,28-07-2015,17,6,Vertical,Yes,10,No,Yes
44,married,Associate Certification,Male,13,15-20 kms,Job Portals,5,22-07-2015,05-10-2015,20,6,Vertical,Yes,20,No,Yes
32,single,Bachelor Degree,Male,35,<15 kms,Company Website,10,13-10-2015,01-12-2015,25,8,Lateral,No,8,No,No
40,married,Associate Certification,Male,12,<15 kms,Company Website,3,21-08-2015,18-10-2015,29,5,Lateral,Yes,16,No,Yes
43,single,Associate Certification,Male,31,<15 kms,Internal Referrals,9,26-01-2016,07-03-2016,30,6,Lateral,Yes,19,Yes,No
33,married,Associate Certification,Male,10,<15 kms,Internal Referrals,7,11-07-2015,01-09-2015,15,4,Lateral,Yes,9,No,Yes
42,married,Master Degree,Male,13,> 20 kms,Job Portals,3,05-04-2015,16-06-2015,20,6,Lateral,Yes,18,Yes,Yes
45,married,Associate Certification,Male,31,> 20 kms,Job Portals,3,09-03-2016,28-06-2016,68,4,Lateral,No,21,No,No
30,single,Associate Certification,Male,13,> 20 kms,Social Media,5,28-11-2015,15-03-2016,15,3,Lateral,Yes,6,No,Yes
30,single,Associate Certification,Male,11,15-20 kms,Consultants,5,15-12-2015,02-03-2016,17,3,Lateral,No,6,No,Yes
44,single,Associate Degree,Male,10,> 20 kms,Social Media,8,26-05-2015,16-09-2015,23,8,Vertical,No,20,Yes,Yes
45,married,Associate Certification,Male,10,> 20 kms,Company Website,7,09-03-2015,14-06-2015,23,8,Vertical,No,21,Yes,Yes
29,married,Bachelor Degree,Male,35,<15 kms,Company Website,10,15-10-2015,29-11-2015,84,5,Vertical,No,5,No,No
30,married,Associate Degree,Male,40,<15 kms,Social Media,3,13-02-2016,10-04-2016,69,5,Lateral,No,6,Yes,No
36,single,Bachelor Degree,Male,13,> 20 kms,Social Media,7,26-12-2015,21-03-2016,18,8,Vertical,Yes,12,Yes,Yes
30,married,Associate Certification,Male,10,<15 kms,Company Website,8,04-09-2015,10-12-2015,25,5,Vertical,No,6,No,Yes
32,married,Bachelor Degree,Male,32,> 20 kms,Company Website,4,05-03-2015,01-07-2015,54,4,Vertical,Yes,8,No,No
36,single,Associate Certification,Male,12,<15 kms,Social Media,3,29-12-2015,21-04-2016,29,3,Vertical,No,12,Yes,Yes
37,single,Associate Certification,Male,11,15-20 kms,Internal Referrals,3,30-05-2015,14-08-2015,21,5,Lateral,Yes,13,No,Yes
32,married,Associate Certification,Male,32,15-20 kms,Job Portals,9,21-01-2016,31-03-2016,36,4,Vertical,Yes,8,Yes,No
39,married,Associate Certification,Male,40,15-20 kms,Consultants,4,06-04-2015,31-07-2015,95,3,Lateral,Yes,15,Yes,No
34,divorced,Master Degree,Male,32,<15 kms,Company Website,3,31-12-2015,11-04-2016,94,7,Lateral,No,10,No,No
30,single,Bachelor Degree,Male,11,<15 kms,Company Website,7,27-08-2015,17-10-2015,20,3,Lateral,Yes,6,No,Yes
41,married,Associate Certification,Male,13,> 20 kms,Internal Referrals,8,23-07-2015,13-11-2015,29,5,Lateral,No,17,Yes,Yes
32,married,Associate Certification,Male,13,<15 kms,Company Website,3,05-04-2015,02-06-2015,30,6,Lateral,Yes,8,Yes,Yes
41,married,Master Degree,Male,10,> 20 kms,Internal Referrals,3,24-01-2016,16-05-2016,30,4,Vertical,No,11,No,Yes
34,married,Master Degree,Male,38,> 20 kms,Consultants,4,18-12-2015,12-03-2016,63,8,Vertical,Yes,10,No,No
26,married,Bachelor Degree,Male,11,<15 kms,Social Media,9,21-03-2016,18-07-2016,20,1,Lateral,No,2,Yes,Yes
37,single,Master Degree,Male,14,> 20 kms,Company Website,7,01-04-2015,05-06-2015,23,5,Vertical,No,13,No,Yes
31,divorced,Associate Degree,Male,35,<15 kms,Social Media,5,05-07-2015,09-10-2015,66,5,Vertical,Yes,7,Yes,No
42,single,Master Degree,Male,38,<15 kms,Social Media,4,13-12-2015,14-03-2016,78,4,Lateral,Yes,18,Yes,No
37,married,Associate Certification,Male,12,15-20 kms,Social Media,3,24-07-2015,18-10-2015,23,6,Vertical,Yes,13,Yes,Yes
46,married,Master Degree,Male,39,<15 kms,Job Portals,5,31-07-2015,01-10-2015,41,3,Vertical,Yes,22,No,No
42,single,Master Degree,Male,12,<15 kms,Internal Referrals,10,03-06-2015,25-07-2015,24,7,Vertical,Yes,18,No,Yes
32,married,Associate Certification,Male,33,<15 kms,Social Media,7,27-09-2015,05-12-2015,83,3,Vertical,Yes,8,Yes,No
34,single,Master Degree,Male,40,<15 kms,Consultants,8,15-05-2015,06-09-2015,34,4,Vertical,No,10,Yes,No
42,single,Master Degree,Male,10,15-20 kms,Job Portals,3,29-02-2016,17-05-2016,23,4,Lateral,Yes,12,Yes,Yes
29,married,Associate Degree,Male,10,> 20 kms,Social Media,3,03-05-2015,27-07-2015,24,4,Lateral,Yes,5,No,Yes
41,married,Bachelor Degree,Male,39,<15 kms,Job Portals,3,05-05-2015,16-07-2015,64,5,Lateral,No,17,Yes,No
45,single,Associate Degree,Male,11,> 20 kms,Internal Referrals,5,12-08-2015,09-12-2015,19,5,Vertical,No,21,Yes,Yes
39,married,Associate Degree,Male,40,> 20 kms,Social Media,6,26-10-2015,16-01-2016,50,7,Vertical,Yes,15,No,No
38,married,Associate Degree,Male,12,> 20 kms,Internal Referrals,8,07-06-2015,18-08-2015,28,4,Vertical,No,8,No,Yes
26,married,Associate Degree,Male,13,<15 kms,Company Website,6,25-07-2015,13-11-2015,17,1,Lateral,No,2,No,Yes
35,single,Associate Degree,Male,11,<15 kms,Company Website,3,12-03-2016,16-06-2016,23,3,Lateral,Yes,7,No,Yes
26,married,Associate Degree,Male,12,> 20 kms,Company Website,9,25-05-2015,06-09-2015,26,1,Lateral,No,2,Yes,Yes
30,married,Bachelor Degree,Male,12,> 20 kms,Consultants,4,23-12-2015,20-04-2016,29,5,Vertical,Yes,6,No,Yes
32,married,Associate Certification,Male,30,<15 kms,Company Website,10,23-02-2016,10-05-2016,66,5,Vertical,No,8,Yes,No
35,married,Associate Degree,Male,37,> 20 kms,Internal Referrals,7,12-04-2015,06-07-2015,42,3,Vertical,No,11,No,No
36,married,Associate Degree,Male,13,<15 kms,Internal Referrals,3,23-08-2015,01-12-2015,22,6,Vertical,Yes,12,No,Yes
41,single,Bachelor Degree,Male,32,15-20 kms,Internal Referrals,9,12-08-2015,07-12-2015,51,3,Vertical,Yes,17,Yes,No
35,married,Master Degree,Male,33,15-20 kms,Internal Referrals,9,26-07-2015,01-11-2015,57,3,Vertical,No,11,No,No
39,married,Associate Degree,Male,38,15-20 kms,Consultants,4,21-05-2015,22-08-2015,33,4,Lateral,Yes,15,Yes,No
29,single,Bachelor Degree,Male,14,> 20 kms,Consultants,9,30-09-2015,23-01-2016,20,3,Vertical,No,5,No,Yes
30,married,Associate Degree,Male,35,> 20 kms,Company Website,4,13-08-2015,11-11-2015,25,4,Vertical,No,6,Yes,No
37,married,Associate Degree,Male,32,15-20 kms,Social Media,3,06-12-2015,13-03-2016,54,6,Lateral,No,13,No,No
27,married,Associate Degree,Male,14,> 20 kms,Company Website,7,23-03-2016,05-06-2016,27,4,Vertical,Yes,3,Yes,Yes
46,divorced,Associate Degree,Male,39,> 20 kms,Social Media,8,07-07-2015,28-10-2015,64,6,Lateral,Yes,22,No,No
44,married,Associate Certification,Male,40,<15 kms,Social Media,10,28-01-2016,15-05-2016,45,4,Lateral,Yes,20,Yes,No
25,divorced,Bachelor Degree,Male,34,> 20 kms,Company Website,6,10-03-2016,16-06-2016,37,1,Lateral,Yes,1,No,No
35,married,Master Degree,Male,14,15-20 kms,Company Website,3,04-08-2015,14-11-2015,16,3,Lateral,No,7,No,Yes
32,married,Associate Degree,Male,30,15-20 kms,Consultants,10,14-04-2015,15-05-2015,54,4,Lateral,No,8,No,No
